firm_id,time,labor,capital,production,investment
0.0,0.0,13.216048466602492,95.40403685871111,140.91697809570675,13.119327053248387
0.0,1.0,12.032894342872279,104.40165248516728,134.74301345509463,6.6459714604905695
0.0,2.0,15.61599071723317,106.53719128271531,144.20105355418602,11.023868238688431
0.0,3.0,18.36378906528406,112.95836582890702,164.95045330631766,8.489626942091865
0.0,4.0,19.180721382346633,116.56788703838417,625.6958922016088,6.757285460616344
0.0,5.0,13.575927307696105,118.28912572548013,255.09804290489328,12.761032033088584
0.0,6.0,16.488365800447117,125.93974883645973,356.34931214979565,14.72398846364189
0.0,7.0,15.623842195869582,135.22280084753493,216.28469368962885,13.482565245831182
0.0,8.0,17.46867100319103,142.86337678382,301.72022330646627,7.677492081356993
0.0,9.0,19.674704470504167,144.3687860901888,378.88362450517576,0.0
1.0,0.0,14.101057344707481,76.4804973528082,68.10279121372214,11.796506210691007
1.0,1.0,15.506336519160879,84.97284002655513,61.686327237454385,11.891813217680443
2.0,0.0,12.231476970290775,59.29986551923153,112.19797092663102,12.533519509599708
2.0,1.0,15.403640927974303,69.27147107460488,133.10811480868585,9.49499988144293
2.0,2.0,13.457529409311807,75.77375677664949,87.18103706237427,6.471551768734841
2.0,3.0,14.736674913519682,78.97167810540812,182.07766414291828,7.993156844734814
2.0,4.0,11.17579858478495,83.55304569302727,121.34692149217743,7.773299975895551
2.0,5.0,13.309528853622034,87.71662898904842,279.9308285874114,6.394985326789095
2.0,6.0,12.72457071460163,90.32201962018243,117.20011183574995,13.093364792480502
2.0,7.0,16.671122820206797,99.51322982238298,128.50406199605305,13.005916290386498
2.0,8.0,18.570724955282888,108.21990647909077,152.0397482383229,11.982113607577979
2.0,9.0,11.024116868365459,115.52662856417129,101.0155436169669,0.0
3.0,0.0,10.728150276387627,78.75401901112981,189.3554574491841,11.15094443521301
3.0,1.0,13.36192313679049,86.50257764851013,102.87100798012892,11.82542634301621
3.0,2.0,11.125622990229918,94.59085958464068,77.1711379679206,10.256017439339775
3.0,3.0,19.22022061561082,100.76029704626421,49.150743512192115,7.663264586316575
3.0,4.0,16.58987602375286,104.07044533502189,40.66773501843016,8.136783299475539
3.0,5.0,14.786768417782044,107.71110501276885,48.349698157482514,14.370498526976125
3.0,6.0,13.722790632496322,117.42819361138922,64.61437367235861,14.017709824542715
